0,1,0,0,0,0,0,0,0.35,0.65
0,2,0,0,0,0,0,0,0.3808,0.75153
0,3,0,0,0,0,0,0,0.38571,0.66211
0,4,0,0,0,0,0,0,0.31164,0.58483
0,5,0,0,0,0,0,0,0.2432,0.48216
0,6,0,0,0,0,0,0,0.2446,0.52165
0,7,0,0,0,0,0,0,0.25733,0.60907
0,8,0,0,0,0,0,0,0.39965,0.54791
0,9,0,0,0,0,0,0,0.29763,0.48859
0,10,0,0,0,0,0,0,0.33026,0.64272
0,11,1,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0.34747,0.584
0,13,0,0,0,0,0,0,0.41324,0.48022
0,14,0,0,0,0,0,0,0.54054,0.54193
0,15,0,0,0,0,0,0,0.54617,0.54472
0,16,0,0,0,0,0,0,0.77836,0.48354
0,17,1,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0.66191,0.29275
0,19,0,0,0,0,0,0,0.71327,0.29184
0,20,0,0,0,0,0,0,0.56329,0.36625
0,21,1,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0.52634,0.39501
0,23,0,0,0,0,0,0,0.50483,0.43845
0,24,0,0,0,0,0,0,0.40594,0.36362
0,25,0,0,0,0,0,0,0.38587,0.61925
0,26,0,0,0,0,0,0,0.46539,0.61903
0,27,1,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0.44649,0.64269
0,29,0,0,0,0,0,0,0.45814,0.47111
0,30,0,0,0,0,0,0,0.36768,0.80158
0,31,0,0,0,0,0,0,0.33054,0.77506
0,32,0,0,0,0,0,0,0.25372,0.71816
0,33,1,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0.36512,0.66032
0,35,0,0,0,0,0,0,0.30465,0.67188
0,36,0,0,0,0,0,0,0.24438,0.56205
0,37,1,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0.35638,0.44559
0,39,0,0,0,0,0,0,0.51448,0.35707
0,40,0,0,0,0,0,0,0.66231,0.22771
0,41,0,0,0,0,0,0,0.63811,0.37626
0,42,1,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0.59957,0.33618
0,44,0,0,0,0,0,0,0.47943,0.31489
0,45,0,0,0,0,0,0,0.69339,0.29683
0,46,0,0,0,0,0,0,0.69244,0.27789
0,47,1,0,0,0,0,0,0,0
0,48,0,0,0,0,0,0,0.76437,0.29514
0,49,0,0,0,0,0,0,0.69114,0.38511
0,50,1,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0.62393,0.2796
0,52,0,0,0,0,0,0,0.68149,0.27138
0,53,1,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,0.69291,0.45717
0,55,0,0,0,0,0,0,0.6595,0.46552
0,56,0,0,0,0,0,0,0.67072,0.40738
0,57,0,0,0,0,0,0,0.59953,0.29582
0,58,1,0,0,0,0,0,0,0
0,59,0,0,0,0,0,0,0.59304,0.31554
0,60,0,0,0,0,0,0,0.63303,0.30394
0,61,1,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0,0.62906,0.16757
0,63,0,0,0,0,0,0,0.59515,0.25535
0,64,1,0,0,0,0,0,0,0
0,65,0,0,0,0,0,0,0.54928,0.34191
0,66,0,0,0,0,0,0,0.45891,0.27873
0,67,1,0,0,0,0,0,0,0
0,68,0,0,0,0,0,0,0.42993,0.27282
0,69,0,0,0,0,0,0,0.58994,0.35922
0,70,1,0,0,0,0,0,0,0
0,71,0,0,0,0,0,0,0.68845,0.23711
0,72,0,0,0,0,0,0,0.66259,0.44648
0,73,0,0,0,0,0,0,0.68641,0.53517
0,74,0,0,0,0,0,0,0.44266,0.59388
0,75,0,0,0,0,0,0,0.52625,0.68684
0,76,0,0,0,0,0,0,0.48142,0.63376
0,77,0,0,0,0,0,0,0.49092,0.63132
0,78,0,0,0,0,0,0,0.59348,0.6279
0,79,0,0,0,0,0,0,0.43358,0.58564
0,80,0,0,0,0,0,0,0.40231,0.64989
0,81,0,0,0,0,0,0,0.40493,0.66504
0,82,0,0,0,0,0,0,0.61012,0.72869
0,83,0,0,0,0,0,0,0.58839,0.78911
0,84,0,0,0,0,0,0,0.64048,0.76639
0,85,0,0,0,0,0,0,0.48163,0.64412
0,86,0,0,0,0,0,0,0.48274,0.69381
0,87,1,0,0,0,0,0,0,0
0,88,0,0,0,0,0,0,0.41199,0.63258
0,89,0,0,0,0,0,0,0.42672,0.60047
0,90,1,0,0,0,0,0,0,0
0,91,0,0,0,0,0,0,0.35543,0.5999
0,92,0,0,0,0,0,0,0.21407,0.77398
0,93,0,0,0,0,0,0,0.25239,0.78824
0,94,1,0,0,0,0,0,0,0
0,95,0,0,0,0,0,0,0.21883,0.69109
0,96,0,0,0,0,0,0,0.35526,0.57588
0,97,0,0,0,0,0,0,0.36126,0.58516
0,98,1,0,0,0,0,0,0,0
0,99,0,0,0,0,0,0,0.3996,0.57257
0,100,0,0,0,0,0,0,0.38002,0.52406
0,101,1,0,0,0,0,0,0,0
0,102,0,0,0,0,0,0,0.45688,0.43009
0,103,0,0,0,0,0,0,0.36039,0.49926
0,104,0,0,0,0,0,0,0.49324,0.56229
0,105,0,0,0,0,0,0,0.51806,0.53339
0,106,1,0,0,0,0,0,0,0
0,107,0,0,0,0,0,0,0.45988,0.41231
0,108,0,0,0,0,0,0,0.42745,0.4911
0,109,0,0,0,0,0,0,0.36704,0.51805
0,110,1,0,0,0,0,0,0,0
0,111,0,0,0,0,0,0,0.43737,0.63607
0,112,0,0,0,0,0,0,0.43272,0.6061
0,113,0,0,0,0,0,0,0.41348,0.56231
0,114,0,0,0,0,0,0,0.32791,0.64145
0,115,1,0,0,0,0,0,0,0
0,116,0,0,0,0,0,0,0.12302,0.62963
0,117,0,0,0,0,0,0,0.29686,0.59217
0,118,1,0,0,0,0,0,0,0
0,119,0,0,0,0,0,0,0.25954,0.5708
0,120,0,0,0,0,0,0,0.30322,0.66604
0,121,1,0,0,0,0,0,0,0
0,122,0,0,0,0,0,0,0.30579,0.68309
0,123,0,0,0,0,0,0,0.44728,0.66028
0,124,0,0,0,0,0,0,0.43624,0.5058
0,125,0,0,0,0,0,0,0.58229,0.37312
0,126,0,0,0,0,0,0,0.64146,0.25272
0,127,1,0,0,0,0,0,0,0
0,128,0,0,0,0,0,0,0.68815,0.31175
0,129,0,0,0,0,0,0,0.6283,0.26589
0,130,0,0,0,0,0,0,0.61938,0.20602
0,131,0,0,0,0,0,0,0.62697,0.21958
0,132,1,0,0,0,0,0,0,0
0,133,0,0,0,0,0,0,0.48459,0.3647
0,134,0,0,0,0,0,0,0.63644,0.27029
0,135,0,0,0,0,0,0,0.65128,0.29255
0,136,0,0,0,0,0,0,0.50133,0.23108
0,137,1,0,0,0,0,0,0,0
0,138,0,0,0,0,0,0,0.59629,0.47934
0,139,0,0,0,0,0,0,0.53781,0.3744
0,140,0,0,0,0,0,0,0.56368,0.60929
0,141,1,0,0,0,0,0,0,0
0,142,0,0,0,0,0,0,0.4957,0.50099
0,143,0,0,0,0,0,0,0.49833,0.3262
0,144,0,0,0,0,0,0,0.52144,0.27757
0,145,0,0,0,0,0,0,0.43313,0.36375
0,146,1,0,0,0,0,0,0,0
0,147,0,0,0,0,0,0,0.41465,0.56351
0,148,0,0,0,0,0,0,0.52682,0.46785
0,149,0,0,0,0,0,0,0.37011,0.49389
0,150,0,0,0,0,0,0,0.25978,0.53996
0,151,0,0,0,0,0,0,0.10734,0.49821
0,152,0,0,0,0,0,0,0.33279,0.32387
0,153,0,0,0,0,0,0,0.45798,0.3661
0,154,0,0,0,0,0,0,0.43828,0.3086
0,155,0,0,0,0,0,0,0.52299,0.29238
0,156,0,0,0,0,0,0,0.57112,0.29312
0,157,0,0,0,0,0,0,0.51887,0.23158
0,158,0,0,0,0,0,0,0.69342,0.30337
0,159,0,0,0,0,0,0,0.71647,0.29866
0,160,0,0,0,0,0,0,0.72642,0.36669
0,161,0,0,0,0,0,0,0.72055,0.31865
0,162,0,0,0,0,0,0,0.7548,0.34244
0,163,1,0,0,0,0,0,0,0
0,164,0,0,0,0,0,0,0.64817,0.28096
0,165,0,0,0,0,0,0,0.67112,0.31497
0,166,0,0,0,0,0,0,0.57579,0.36662
0,167,1,0,0,0,0,0,0,0
0,168,0,0,0,0,0,0,0.56162,0.35614
0,169,0,0,0,0,0,0,0.58217,0.37888
0,170,0,0,0,0,0,0,0.50509,0.5082
0,171,0,0,0,0,0,0,0.45191,0.43406
0,172,0,0,0,0,0,0,0.49504,0.55685
0,173,1,0,0,0,0,0,0,0
0,174,0,0,0,0,0,0,0.51141,0.50653
0,175,0,0,0,0,0,0,0.47996,0.49595
0,176,0,0,0,0,0,0,0.42116,0.52235
0,177,0,0,0,0,0,0,0.56552,0.57525
0,178,1,0,0,0,0,0,0,0
0,179,0,0,0,0,0,0,0.57915,0.66156
0,180,0,0,0,0,0,0,0.56851,0.65001
0,181,0,0,0,0,0,0,0.38293,0.61346
0,182,0,0,0,0,0,0,0.45099,0.58187
0,183,1,0,0,0,0,0,0,0
0,184,0,0,0,0,0,0,0.40134,0.43357
0,185,0,0,0,0,0,0,0.48745,0.56426
0,186,0,0,0,0,0,0,0.44223,0.48671
0,187,1,0,0,0,0,0,0,0
0,188,0,0,0,0,0,0,0.48766,0.47089
0,189,0,0,0,0,0,0,0.56306,0.59038
0,190,0,0,0,0,0,0,0.42447,0.42276
0,191,0,0,0,0,0,0,0.78931,0.38677
0,192,1,0,0,0,0,0,0,0
0,193,0,0,0,0,0,0,0.74442,0.42332
0,194,0,0,0,0,0,0,0.64441,0.40006
0,195,0,0,0,0,0,0,0.75264,0.44978
0,196,1,0,0,0,0,0,0,0
0,197,0,0,0,0,0,0,0.74754,0.50409
0,198,0,0,0,0,0,0,0.78525,0.4302
0,199,0,0,0,0,0,0,0.7124,0.41264
0,200,0,0,0,0,0,0,0.54953,0.46902
0,201,0,0,0,0,0,0,0.54363,0.47164
0,202,1,0,0,0,0,0,0,0
0,203,0,0,0,0,0,0,0.39599,0.54648
0,204,0,0,0,0,0,0,0.44696,0.705
0,205,0,0,0,0,0,0,0.65047,0.71346
0,206,0,0,0,0,0,0,0.4945,0.63796
0,207,1,0,0,0,0,0,0,0
0,208,0,0,0,0,0,0,0.60944,0.68254
0,209,0,0,0,0,0,0,0.49005,0.72856
0,210,1,0,0,0,0,0,0,0
0,211,0,0,0,0,0,0,0.55237,0.76968
0,212,0,0,0,0,0,0,0.47391,0.65548
0,213,0,0,0,0,0,0,0.40204,0.68782
0,214,0,0,0,0,0,0,0.39724,0.59846
0,215,1,0,0,0,0,0,0,0
0,216,0,0,0,0,0,0,0.58765,0.60376
0,217,0,0,0,0,0,0,0.60676,0.66544
0,218,1,0,0,0,0,0,0,0
0,219,0,0,0,0,0,0,0.87524,0.64104
0,220,0,0,0,0,0,0,0.71561,0.47734
0,221,1,0,0,0,0,0,0,0
0,222,0,0,0,0,0,0,0.75207,0.37787
0,223,0,0,0,0,0,0,0.68047,0.46011
0,224,0,0,0,0,0,0,0.53902,0.34682
0,225,1,0,0,0,0,0,0,0
